sku,name,brand_id
68017114,OmniTaper Drill Ø3.0 x 8mm GS,33effb38-a665-4645-aa81-fadee5e6c486
68017115,OmniTaper Drill Ø3.0 x 11mm GS,33effb38-a665-4645-aa81-fadee5e6c486
68017116,OmniTaper Drill Ø3.0 x 13mm GS,33effb38-a665-4645-aa81-fadee5e6c486
68017117,OmniTaper Drill Ø3.0 x 15mm GS,33effb38-a665-4645-aa81-fadee5e6c486
68017118,OmniTaper Drill Ø3.0 x 9.5mm GS,33effb38-a665-4645-aa81-fadee5e6c486
68017119,OmniTaper Initial Drill Ø3.4 GS,33effb38-a665-4645-aa81-fadee5e6c486
68017122,OmniTaper Drill Ø3.4 x 8mm GS,33effb38-a665-4645-aa81-fadee5e6c486
68017123,OmniTaper Drill Ø3.4 x 11mm GS,33effb38-a665-4645-aa81-fadee5e6c486
68017124,OmniTaper Drill Ø3.4 x 13mm GS,33effb38-a665-4645-aa81-fadee5e6c486
68017125,OmniTaper Drill Ø3.4 x 15mm GS,33effb38-a665-4645-aa81-fadee5e6c486
68017126,OmniTaper Drill Ø3.4 x 9.5mm GS,33effb38-a665-4645-aa81-fadee5e6c486
68017127,OmniTaper Initial Drill Ø3.8 GS,33effb38-a665-4645-aa81-fadee5e6c486
68017130,OmniTaper Drill Ø3.8 x 8mm GS,33effb38-a665-4645-aa81-fadee5e6c486
68017131,OmniTaper Drill Ø3.8 x 11mm GS,33effb38-a665-4645-aa81-fadee5e6c486
68017132,OmniTaper Drill Ø3.8 x 13mm GS,33effb38-a665-4645-aa81-fadee5e6c486
68017133,OmniTaper Drill Ø3.8 x 15mm GS,33effb38-a665-4645-aa81-fadee5e6c486
68017134,OmniTaper Drill Ø3.8 x 9.5mm GS,33effb38-a665-4645-aa81-fadee5e6c486
68017135,OmniTaper Initial Drill Ø4.5 GS,33effb38-a665-4645-aa81-fadee5e6c486
68017137,OmniTaper Drill Ø4.5 x 8mm GS,33effb38-a665-4645-aa81-fadee5e6c486
68017138,OmniTaper Drill Ø4.5 x 11mm GS,33effb38-a665-4645-aa81-fadee5e6c486
68017139,OmniTaper Drill Ø4.5 x 13mm GS,33effb38-a665-4645-aa81-fadee5e6c486
68017140,OmniTaper Drill Ø4.5 x 15mm GS,33effb38-a665-4645-aa81-fadee5e6c486
68017141,OmniTaper Drill Ø4.5 x 9.5mm GS,33effb38-a665-4645-aa81-fadee5e6c486
68015080,OmniTaper Drill SP Ø2.0 short,33effb38-a665-4645-aa81-fadee5e6c486
68015081,OmniTaper Drill SP Ø3.0 short,33effb38-a665-4645-aa81-fadee5e6c486
68015082,OmniTaper Drill SP Ø3.4 short,33effb38-a665-4645-aa81-fadee5e6c486
68015083,OmniTaper Drill SP Ø3.8 short,33effb38-a665-4645-aa81-fadee5e6c486
68015084,OmniTaper Drill SP Ø4.5 short,33effb38-a665-4645-aa81-fadee5e6c486
68015085,OmniTaper Drill SP Ø5.5 short,33effb38-a665-4645-aa81-fadee5e6c486
68015086,OmniTaper Drill Ø2.0 long,33effb38-a665-4645-aa81-fadee5e6c486
68015087,OmniTaper Drill Ø3.0 long,33effb38-a665-4645-aa81-fadee5e6c486
68015088,OmniTaper Drill Ø3.4 long,33effb38-a665-4645-aa81-fadee5e6c486
